age, education, marital, race, occupation 
<38,  Bachelors, *, *,  Tech-support
<28,  Some-college, *, *,  Other-service
<28,  HS-grad, *, *,  Exec-managerial
<38,  Doctorate, *, *,  Prof-specialty
<48,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Adm-clerical
>=58,  9th, *, *,  ?
<38,  HS-grad, *, *,  Craft-repair
<48,  7th-8th, *, *,  Craft-repair
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  12th, *, *,  Handlers-cleaners
<38,  Masters, *, *,  Sales
<28,  Some-college, *, *,  Prof-specialty
<48,  Masters, *, *,  Prof-specialty
<28,  Some-college, *, *,  Sales
<48,  Assoc-acdm, *, *,  Prof-specialty
<28,  Some-college, *, *,  Transport-moving
<48,  HS-grad, *, *,  Craft-repair
<28,  11th, *, *,  ?
<28,  9th, *, *,  Machine-op-inspct
<58,  Some-college, *, *,  Exec-managerial
<28,  11th, *, *,  ?
<28,  11th, *, *,  Farming-fishing
<38,  Bachelors, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Sales
<28,  HS-grad, *, *,  Sales
<28,  12th, *, *,  Other-service
<38,  Some-college, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Protective-serv
<38,  Assoc-voc, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
<28,  Some-college, *, *,  Exec-managerial
<28,  11th, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Exec-managerial
>=58,  7th-8th, *, *,  ?
<48,  Bachelors, *, *,  Prof-specialty
<48,  Masters, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Other-service
<58,  Some-college, *, *,  Farming-fishing
<28,  Some-college, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Prof-specialty
<28,  Some-college, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Tech-support
<28,  Assoc-acdm, *, *,  ?
<38,  Masters, *, *,  Prof-specialty
<38,  Masters, *, *,  Tech-support
<38,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Sales
<38,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  Handlers-cleaners
<38,  Some-college, *, *,  Craft-repair
<48,  Doctorate, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<48,  12th, *, *,  Other-service
<48,  Some-college, *, *,  Sales
>=58,  HS-grad, *, *,  Craft-repair
<28,  11th, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
<38,  Some-college, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Prof-specialty
<48,  Assoc-voc, *, *,  Tech-support
<38,  Bachelors, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Machine-op-inspct
<28,  HS-grad, *, *,  Tech-support
<28,  Some-college, *, *,  Sales
<38,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Other-service
<48,  HS-grad, *, *,  Craft-repair
<38,  Bachelors, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Sales
<28,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Other-service
>=58,  11th, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<58,  Some-college, *, *,  Adm-clerical
<28,  Assoc-voc, *, *,  Adm-clerical
<28,  Assoc-voc, *, *,  Other-service
<48,  Some-college, *, *,  ?
<38,  Some-college, *, *,  Craft-repair
<38,  Some-college, *, *,  Sales
<48,  Bachelors, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Other-service
<48,  Bachelors, *, *,  Tech-support
<28,  Some-college, *, *,  Other-service
<58,  HS-grad, *, *,  Transport-moving
<48,  Masters, *, *,  Exec-managerial
<28,  Assoc-voc, *, *,  Tech-support
<28,  12th, *, *,  Handlers-cleaners
<48,  Bachelors, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Transport-moving
<38,  Some-college, *, *,  Adm-clerical
<38,  11th, *, *,  Craft-repair
<48,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Exec-managerial
<28,  Bachelors, *, *,  Prof-specialty
>=58,  10th, *, *,  Craft-repair
<28,  HS-grad, *, *,  Transport-moving
<48,  HS-grad, *, *,  Handlers-cleaners
<28,  Assoc-voc, *, *,  Craft-repair
<58,  HS-grad, *, *,  Transport-moving
<38,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Farming-fishing
<38,  HS-grad, *, *,  Other-service
>=58,  HS-grad, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Protective-serv
<58,  Doctorate, *, *,  Exec-managerial
<58,  Bachelors, *, *,  Sales
<38,  10th, *, *,  Other-service
<38,  Some-college, *, *,  Other-service
<28,  Some-college, *, *,  Sales
<48,  Bachelors, *, *,  Sales
<38,  HS-grad, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  Farming-fishing
<38,  5th-6th, *, *,  Farming-fishing
<38,  HS-grad, *, *,  Craft-repair
<38,  Assoc-voc, *, *,  Tech-support
<58,  HS-grad, *, *,  Sales
<28,  Assoc-voc, *, *,  Tech-support
<38,  Some-college, *, *,  Adm-clerical
<38,  Masters, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Sales
<58,  Some-college, *, *,  Tech-support
<48,  Some-college, *, *,  Craft-repair
<38,  Assoc-voc, *, *,  Machine-op-inspct
<48,  Assoc-voc, *, *,  Exec-managerial
<48,  Some-college, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Sales
<48,  Some-college, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  Farming-fishing
<28,  12th, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  ?
<28,  HS-grad, *, *,  ?
<58,  Assoc-voc, *, *,  Tech-support
<48,  Bachelors, *, *,  Tech-support
<28,  Some-college, *, *,  ?
<28,  HS-grad, *, *,  Sales
>=58,  HS-grad, *, *,  Transport-moving
<28,  Some-college, *, *,  Other-service
>=58,  HS-grad, *, *,  Machine-op-inspct
<28,  HS-grad, *, *,  Machine-op-inspct
<48,  Masters, *, *,  Tech-support
<48,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-acdm, *, *,  Craft-repair
<28,  HS-grad, *, *,  Other-service
>=58,  11th, *, *,  Farming-fishing
<38,  HS-grad, *, *,  Adm-clerical
<28,  11th, *, *,  Sales
<38,  HS-grad, *, *,  Craft-repair
<58,  Masters, *, *,  ?
<38,  Bachelors, *, *,  Prof-specialty
>=58,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Transport-moving
<38,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  ?
<48,  Some-college, *, *,  Exec-managerial
<28,  Some-college, *, *,  Adm-clerical
<28,  10th, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Other-service
<48,  Assoc-voc, *, *,  Prof-specialty
<58,  Some-college, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Transport-moving
<48,  HS-grad, *, *,  Transport-moving
<58,  Assoc-voc, *, *,  Adm-clerical
<38,  Masters, *, *,  Prof-specialty
<38,  Assoc-voc, *, *,  Tech-support
<38,  HS-grad, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Transport-moving
>=58,  HS-grad, *, *,  Other-service
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Sales
<48,  11th, *, *,  ?
<58,  Some-college, *, *,  Adm-clerical
<28,  Some-college, *, *,  Handlers-cleaners
>=58,  HS-grad, *, *,  Exec-managerial
>=58,  11th, *, *,  ?
<58,  HS-grad, *, *,  Machine-op-inspct
<28,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Farming-fishing
<28,  11th, *, *,  Sales
<38,  Some-college, *, *,  Craft-repair
<58,  Some-college, *, *,  Prof-specialty
>=58,  Bachelors, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Craft-repair
<48,  Some-college, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Other-service
<38,  Bachelors, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
>=58,  Masters, *, *,  Prof-specialty
<28,  Assoc-voc, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Sales
<28,  Bachelors, *, *,  Prof-specialty
<58,  Doctorate, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Transport-moving
<38,  HS-grad, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Exec-managerial
<28,  11th, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Farming-fishing
<58,  11th, *, *,  Exec-managerial
<38,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  Sales
<28,  10th, *, *,  Handlers-cleaners
<28,  11th, *, *,  Sales
<48,  Some-college, *, *,  Farming-fishing
<38,  Bachelors, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Transport-moving
>=58,  Masters, *, *,  Sales
<58,  Bachelors, *, *,  Sales
<58,  5th-6th, *, *,  Other-service
<48,  Bachelors, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Handlers-cleaners
<48,  Assoc-voc, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Transport-moving
<28,  HS-grad, *, *,  Adm-clerical
<58,  9th, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Sales
<38,  Some-college, *, *,  Craft-repair
>=58,  Some-college, *, *,  ?
<28,  Bachelors, *, *,  Exec-managerial
<38,  Some-college, *, *,  Craft-repair
<58,  HS-grad, *, *,  Sales
<38,  Assoc-voc, *, *,  Tech-support
<58,  Some-college, *, *,  ?
<38,  Bachelors, *, *,  Exec-managerial
<38,  Assoc-voc, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Prof-specialty
<48,  Prof-school, *, *,  Farming-fishing
<48,  Masters, *, *,  Prof-specialty
<48,  Some-college, *, *,  Sales
<28,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Tech-support
>=58,  7th-8th, *, *,  Other-service
<58,  9th, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<28,  Assoc-acdm, *, *,  ?
<38,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Machine-op-inspct
<28,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Handlers-cleaners
<58,  Some-college, *, *,  Tech-support
<28,  HS-grad, *, *,  Sales
<48,  Some-college, *, *,  Craft-repair
<58,  10th, *, *,  Farming-fishing
<38,  Some-college, *, *,  Craft-repair
<28,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  Exec-managerial
<48,  Masters, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<28,  Some-college, *, *,  Sales
<28,  Some-college, *, *,  Transport-moving
<48,  5th-6th, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  ?
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Machine-op-inspct
<58,  Masters, *, *,  Exec-managerial
<28,  Some-college, *, *,  Sales
<38,  1st-4th, *, *,  Priv-house-serv
<48,  HS-grad, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  ?
<58,  Preschool, *, *,  Other-service
<28,  HS-grad, *, *,  Adm-clerical
<38,  11th, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Craft-repair
<48,  Masters, *, *,  Prof-specialty
<48,  Prof-school, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Craft-repair
<38,  Bachelors, *, *,  Sales
<38,  Assoc-acdm, *, *,  Other-service
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Other-service
<28,  HS-grad, *, *,  Machine-op-inspct
<58,  Some-college, *, *,  Exec-managerial
<48,  Some-college, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Exec-managerial
<48,  Some-college, *, *,  Craft-repair
<48,  Some-college, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Prof-specialty
<48,  Masters, *, *,  Exec-managerial
<58,  7th-8th, *, *,  Other-service
<28,  HS-grad, *, *,  Other-service
<58,  Some-college, *, *,  Exec-managerial
<48,  10th, *, *,  Craft-repair
<48,  Some-college, *, *,  Sales
<38,  10th, *, *,  Transport-moving
<38,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-acdm, *, *,  Exec-managerial
<28,  Some-college, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Craft-repair
<38,  10th, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Transport-moving
<28,  HS-grad, *, *,  Other-service
<38,  Some-college, *, *,  Sales
<58,  HS-grad, *, *,  Craft-repair
<58,  Bachelors, *, *,  Exec-managerial
<38,  Assoc-voc, *, *,  ?
<38,  HS-grad, *, *,  Craft-repair
<38,  Bachelors, *, *,  Tech-support
>=58,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Transport-moving
<28,  Some-college, *, *,  Sales
<28,  Some-college, *, *,  Exec-managerial
<48,  Masters, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Handlers-cleaners
<58,  HS-grad, *, *,  Adm-clerical
<28,  Assoc-acdm, *, *,  Adm-clerical
<28,  HS-grad, *, *,  ?
>=58,  HS-grad, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Protective-serv
>=58,  Assoc-voc, *, *,  Other-service
<48,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Craft-repair
<58,  Some-college, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Sales
<48,  Assoc-voc, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Exec-managerial
<48,  Masters, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Exec-managerial
<48,  Some-college, *, *,  Machine-op-inspct
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<58,  Doctorate, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Other-service
>=58,  Bachelors, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Craft-repair
<28,  Some-college, *, *,  Sales
<58,  HS-grad, *, *,  Machine-op-inspct
<38,  Assoc-voc, *, *,  Transport-moving
<58,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Prof-specialty
<48,  Masters, *, *,  Prof-specialty
<58,  7th-8th, *, *,  Handlers-cleaners
<38,  Assoc-voc, *, *,  Tech-support
<58,  HS-grad, *, *,  Other-service
<28,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  ?
<48,  Some-college, *, *,  Craft-repair
<58,  Masters, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Sales
<38,  Some-college, *, *,  Other-service
<28,  HS-grad, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Exec-managerial
<58,  10th, *, *,  Adm-clerical
<58,  Masters, *, *,  Sales
<38,  Assoc-voc, *, *,  Adm-clerical
<28,  Assoc-acdm, *, *,  Other-service
<28,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Other-service
>=58,  7th-8th, *, *,  ?
<28,  HS-grad, *, *,  ?
>=58,  9th, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Priv-house-serv
<38,  11th, *, *,  ?
>=58,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Tech-support
<38,  Prof-school, *, *,  Prof-specialty
>=58,  Assoc-acdm, *, *,  ?
<28,  Some-college, *, *,  Other-service
<28,  Some-college, *, *,  Sales
<38,  Bachelors, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Machine-op-inspct
<58,  Bachelors, *, *,  Sales
<38,  Bachelors, *, *,  Adm-clerical
<58,  Some-college, *, *,  Sales
<48,  Some-college, *, *,  Craft-repair
<38,  Bachelors, *, *,  Sales
<38,  12th, *, *,  Transport-moving
<48,  Assoc-voc, *, *,  Craft-repair
<58,  Masters, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Other-service
<38,  Assoc-acdm, *, *,  Other-service
<58,  Some-college, *, *,  Sales
<48,  Some-college, *, *,  Other-service
<38,  Prof-school, *, *,  Prof-specialty
<38,  12th, *, *,  Transport-moving
<38,  Bachelors, *, *,  Exec-managerial
<38,  Assoc-acdm, *, *,  Tech-support
<28,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
<58,  Doctorate, *, *,  Prof-specialty
<28,  11th, *, *,  Adm-clerical
<28,  Some-college, *, *,  Craft-repair
<28,  Bachelors, *, *,  Sales
<28,  Bachelors, *, *,  Sales
<58,  HS-grad, *, *,  Craft-repair
<48,  Assoc-voc, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Farming-fishing
<48,  Some-college, *, *,  Protective-serv
<38,  Some-college, *, *,  Adm-clerical
<38,  Assoc-voc, *, *,  Transport-moving
<38,  HS-grad, *, *,  Protective-serv
<38,  Bachelors, *, *,  Exec-managerial
<48,  Some-college, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<48,  Assoc-acdm, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Sales
<38,  Doctorate, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Craft-repair
<28,  Some-college, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Prof-specialty
>=58,  10th, *, *,  Machine-op-inspct
<28,  HS-grad, *, *,  ?
<38,  HS-grad, *, *,  Sales
<48,  Some-college, *, *,  Prof-specialty
>=58,  7th-8th, *, *,  ?
<48,  Bachelors, *, *,  Machine-op-inspct
<48,  9th, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Exec-managerial
<38,  Assoc-acdm, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Handlers-cleaners
<48,  Bachelors, *, *,  Craft-repair
<48,  Assoc-voc, *, *,  Transport-moving
<38,  Masters, *, *,  Sales
<38,  Bachelors, *, *,  Sales
<38,  Bachelors, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  Sales
<38,  HS-grad, *, *,  Handlers-cleaners
>=58,  Assoc-voc, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Craft-repair
<48,  HS-grad, *, *,  Transport-moving
>=58,  Bachelors, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Prof-specialty
<38,  Some-college, *, *,  Tech-support
<48,  HS-grad, *, *,  Tech-support
<38,  Some-college, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Tech-support
<58,  Some-college, *, *,  Other-service
<28,  Assoc-voc, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Transport-moving
>=58,  HS-grad, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
<38,  Some-college, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  ?
<38,  HS-grad, *, *,  Other-service
<38,  Assoc-voc, *, *,  Adm-clerical
<48,  Some-college, *, *,  ?
<38,  Some-college, *, *,  Exec-managerial
<48,  Masters, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Craft-repair
<48,  1st-4th, *, *,  Craft-repair
<28,  Some-college, *, *,  Other-service
<28,  Some-college, *, *,  Sales
>=58,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  Other-service
<58,  Some-college, *, *,  Sales
<38,  Masters, *, *,  Prof-specialty
<38,  Some-college, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Other-service
<48,  Some-college, *, *,  Adm-clerical
<28,  Some-college, *, *,  ?
<58,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Protective-serv
<38,  Some-college, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Exec-managerial
<38,  Masters, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Transport-moving
<28,  HS-grad, *, *,  Handlers-cleaners
<48,  Assoc-voc, *, *,  Craft-repair
<58,  HS-grad, *, *,  Transport-moving
<38,  Bachelors, *, *,  Sales
<58,  Assoc-acdm, *, *,  Tech-support
<58,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Adm-clerical
>=58,  Bachelors, *, *,  Adm-clerical
<28,  Some-college, *, *,  ?
>=58,  Prof-school, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Transport-moving
<58,  HS-grad, *, *,  Adm-clerical
<58,  11th, *, *,  Other-service
<28,  Masters, *, *,  Farming-fishing
<28,  Assoc-voc, *, *,  Other-service
<48,  HS-grad, *, *,  Other-service
>=58,  Some-college, *, *,  ?
<28,  Assoc-voc, *, *,  Adm-clerical
<58,  HS-grad, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Adm-clerical
<28,  11th, *, *,  Other-service
<58,  HS-grad, *, *,  ?
<48,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Craft-repair
<58,  Masters, *, *,  ?
>=58,  Some-college, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Craft-repair
<28,  Bachelors, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Prof-specialty
<58,  Assoc-voc, *, *,  Other-service
<58,  Some-college, *, *,  Craft-repair
<48,  HS-grad, *, *,  Transport-moving
<38,  Bachelors, *, *,  Tech-support
<28,  Some-college, *, *,  Other-service
<58,  Bachelors, *, *,  Prof-specialty
<58,  Assoc-acdm, *, *,  Prof-specialty
>=58,  Masters, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Craft-repair
<48,  Bachelors, *, *,  Other-service
<38,  Some-college, *, *,  Craft-repair
>=58,  Masters, *, *,  Sales
>=58,  HS-grad, *, *,  Protective-serv
<48,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  ?
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Sales
<38,  Some-college, *, *,  Adm-clerical
<38,  Some-college, *, *,  Craft-repair
<58,  Doctorate, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
>=58,  Bachelors, *, *,  ?
<58,  Some-college, *, *,  Craft-repair
<38,  HS-grad, *, *,  ?
<38,  Bachelors, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Craft-repair
<58,  HS-grad, *, *,  Craft-repair
<58,  Some-college, *, *,  Craft-repair
<58,  HS-grad, *, *,  Adm-clerical
<48,  Masters, *, *,  Transport-moving
<38,  HS-grad, *, *,  Adm-clerical
